sentence1,sentence2,label
董仲舒信奉的思想流派的代表人物有谁,董仲舒_（西汉思想家）的代表人物的特点,0
董仲舒信奉的思想流派的代表人物有谁,董仲舒_（西汉思想家）的人物,0
董仲舒信奉的思想流派的代表人物有谁,董仲舒_（西汉思想家）的信仰的代表人物,1
董仲舒信奉的思想流派的代表人物有谁,董仲舒_（西汉思想家）的代表人物,0
腾讯的创始人中，谁的星座是天蝎座,腾讯的制作人的主要角色,0
腾讯的创始人中，谁的星座是天蝎座,天蝎_（黄道十二宫之一）的星座的宗教,0
腾讯的创始人中，谁的星座是天蝎座,天蝎_（黄道十二宫之一）的星座的人生目标,0
腾讯的创始人中，谁的星座是天蝎座,腾讯的天蝎_（黄道十二宫之一）的创始人的星座,1
印度教主神毗湿奴的坐骑的原型是什么,毗湿奴_（印度教主神）的职业,0
印度教主神毗湿奴的坐骑的原型是什么,毗湿奴_（印度教主神）的国籍的主要宗教,0
印度教主神毗湿奴的坐骑的原型是什么,毗湿奴_（印度教主神）的坐骑的中文名,0
印度教主神毗湿奴的坐骑的原型是什么,毗湿奴_（印度教主神）的坐骑的原型,1
续写《汉书》的是谁,汉书的出处,0
续写《汉书》的是谁,汉书的著作,0
续写《汉书》的是谁,新唐书·李密传的书名,0
续写《汉书》的是谁,"""续写""的""汉书""的主要成就的主要成就",1
代表作品是黄飞鸿且信奉佛教的是谁,黄飞鸿的代表作品的宗教信仰,0
代表作品是黄飞鸿且信奉佛教的是谁,黄飞鸿的代表作品的职业,0
代表作品是黄飞鸿且信奉佛教的是谁,黄飞鸿的代表作品的国籍,0
代表作品是黄飞鸿且信奉佛教的是谁,佛教的黄飞鸿的信仰的代表作品,1
俄罗斯的首都有多少人口,俄罗斯_（俄罗斯联邦）的国籍的中文名,0
俄罗斯的首都有多少人口,首都_（罗大佑1992年专辑）的发行地区的人均gdp,0
俄罗斯的首都有多少人口,俄罗斯_（俄罗斯联邦）的地点的性质,0
俄罗斯的首都有多少人口,俄罗斯_（俄罗斯联邦）的首都的人口,1
宗馥莉任董事长的公司的公司口号是,宗馥莉的董事长,0
宗馥莉任董事长的公司的公司口号是,宗馥莉的法定代表人的公司名称,0
宗馥莉任董事长的公司的公司口号是,宗馥莉的国籍的国旗,0
宗馥莉任董事长的公司的公司口号是,宗馥莉的董事长的公司口号,1
"被称作""小哥""的歌手妻子是谁",小哥_（小说《盗墓笔记》人物）的性别的中文名,0
"被称作""小哥""的歌手妻子是谁",歌手_（职业名称）的称号的出生日期,0
"被称作""小哥""的歌手妻子是谁",歌手_（职业名称）的职业的罗马读音,0
"被称作""小哥""的歌手妻子是谁","""小哥""的别名的妻子",1
演员刘涛的丈夫是做什么的,刘涛_（中国内地女演员）的mv演员,0
演员刘涛的丈夫是做什么的,刘涛_（中国内地女演员）的mv演员的编曲,0
演员刘涛的丈夫是做什么的,刘涛_（中国内地女演员）的丈夫的中文名,0
演员刘涛的丈夫是做什么的,"""刘涛""的中文名的丈夫的职业",1
中国的首都的占地面积多少,首都_（汉语词语）的行政区类别的所属洲,0
中国的首都的占地面积多少,首都_（汉语词语）的地理位置的泰文,0
中国的首都的占地面积多少,首都_（汉语词语）的行政区类别的大学,0
中国的首都的占地面积多少,中华人民共和国的首都的面积,1
哪种凤梨属的植物喜欢光照,凤梨属的目,0
哪种凤梨属的植物喜欢光照,凤梨属的属的种,0
哪种凤梨属的植物喜欢光照,凤梨属的科的门,0
哪种凤梨属的植物喜欢光照,"""喜光照""的凤梨属的日照的属",1
曼昆那本著名的《经济学原理》是谁翻译的,格里高利·曼昆的作者的装帧,0
曼昆那本著名的《经济学原理》是谁翻译的,格里高利·曼昆的职业的外文名,0
曼昆那本著名的《经济学原理》是谁翻译的,格里高利·曼昆的职业的中文名,0
曼昆那本著名的《经济学原理》是谁翻译的,经济学原理_（N. 格里高利·曼昆著经济学教材）的译者,1
加拿大最大城市有哪些机场,加拿大_（北美洲国家）的地区的译者,0
加拿大最大城市有哪些机场,加拿大_（北美洲国家）的mv拍摄地的歌曲原唱,0
加拿大最大城市有哪些机场,加拿大_（北美洲国家）的所在国家的公司名称,0
加拿大最大城市有哪些机场,加拿大_（北美洲国家）的最大城市的机场,1
毕业于中央戏剧学院，1941年出生于上海的女演员是谁,中央戏剧学院的毕业院校的出生日期,0
毕业于中央戏剧学院，1941年出生于上海的女演员是谁,中央戏剧学院的职业的出生日期,0
毕业于中央戏剧学院，1941年出生于上海的女演员是谁,中央戏剧学院的毕业院校的生肖,0
毕业于中央戏剧学院，1941年出生于上海的女演员是谁,"中央戏剧学院的上海_（中华人民共和国直辖市）的""1941""的毕业院校的出生地的出生日期",1
我想了解一下咖啡的主要产地,咖啡的的组成的定义,0
我想了解一下咖啡的主要产地,我想_（孙燕姿演唱歌曲）的作者的中文名称,0
我想了解一下咖啡的主要产地,我想_（孙燕姿演唱歌曲）的所属专辑的外文名称,0
我想了解一下咖啡的主要产地,"""咖啡""的中文名的主要产地",1
《天工开物》的作者出生在哪个朝代,天工开物1的作者的出生日期,0
《天工开物》的作者出生在哪个朝代,天工开物_（中国古代科学著作）的作者的国籍,1
《天工开物》的作者出生在哪个朝代,天工开物_（中国古代科学著作）的作者的出生日期,0
《天工开物》的作者出生在哪个朝代,天工开物_（中国古代科学著作）的出处的朝代,0
腾讯的创始人中，谁是已婚的,腾讯的制作人的主要角色,0
腾讯的创始人中，谁是已婚的,腾讯的合作商的官网,0
腾讯的创始人中，谁是已婚的,腾讯的宣传,0
腾讯的创始人中，谁是已婚的,腾讯的已婚的创始人的婚姻,1
最讨厌别人浪费食物、伤害女士的人是谁,食物_（为生物提供能量的物质）的性质的拼音,0
最讨厌别人浪费食物、伤害女士的人是谁,食物_（为生物提供能量的物质）的属性的功能,0
最讨厌别人浪费食物、伤害女士的人是谁,食物_（为生物提供能量的物质）的线索的作者,0
最讨厌别人浪费食物、伤害女士的人是谁,"""伤害女士""的""浪费食物""的最讨厌的事的最讨厌的事",1
上海期货交易所所在地区有机场吗,上海期货交易所的地区的电话区号,0
上海期货交易所所在地区有机场吗,上海期货交易所的地区的别名,0
上海期货交易所所在地区有机场吗,上海期货交易所的地区的车牌代码,0
上海期货交易所所在地区有机场吗,上海期货交易所的地区的机场,1
有哪些巴西足球运动员荣获过世界足球先生称号,世界足球先生的外文名,0
有哪些巴西足球运动员荣获过世界足球先生称号,世界足球先生的起始的天数,0
有哪些巴西足球运动员荣获过世界足球先生称号,巴西足球的运动项目,0
有哪些巴西足球运动员荣获过世界足球先生称号,巴西_（巴西联邦共和国）的国籍的主要奖项,1
犹太人领袖摩西的出生地在哪个大洲,摩西_（犹太人的民族领袖）的出生地的主要宗教,0
犹太人领袖摩西的出生地在哪个大洲,摩西_（犹太人的民族领袖）的出生地的主要民族,0
犹太人领袖摩西的出生地在哪个大洲,摩西_（犹太人的民族领袖）的出生地的国家领袖,0
犹太人领袖摩西的出生地在哪个大洲,摩西_（犹太人的民族领袖）的出生地的所属洲,1
"提出""绝对指令""的哲学家是哪个国家的人",绝对指令的提出人,0
"提出""绝对指令""的哲学家是哪个国家的人",绝对指令的提出人的职业,0
"提出""绝对指令""的哲学家是哪个国家的人",绝对指令的提出人的国籍,0
"提出""绝对指令""的哲学家是哪个国家的人",绝对指令的哲学家_（基础含义）的提出人的职业的国籍,1
阿根廷央行的职责是什么,中央银行的提出者的别称,0
阿根廷央行的职责是什么,阿根廷_（阿根廷共和国）的主要国家的主要民族,0
阿根廷央行的职责是什么,中央银行的制定的发文机关,0
阿根廷央行的职责是什么,阿根廷_（阿根廷共和国）的中央银行的职责,1
他不仅是武术家，还是演员、慈善家，他是谁,武术家的职业的名,0
他不仅是武术家，还是演员、慈善家，他是谁,武术家的职业的师父,0
他不仅是武术家，还是演员、慈善家，他是谁,武术家的职业的儿子,0
他不仅是武术家，还是演员、慈善家，他是谁,演员_（薛之谦歌曲）的武术家的慈善家_（杂志）的职业的职业的职业,1
《革命之路》与《朗读者》的女主角是谁,革命之路_（理查德·耶茨原著小说）的译者的民族,0
《革命之路》与《朗读者》的女主角是谁,革命之路_（理查德·耶茨原著小说）的作者的国籍,0
《革命之路》与《朗读者》的女主角是谁,革命之路_（2008年美国影片）的导演,0
《革命之路》与《朗读者》的女主角是谁,革命之路_（2008年美国影片）的朗读者_（2008年美国电影）的主演的主演,1
欧洲四大名著中哪部是莎士比亚的作品.,欧洲四大名著的作者的国籍,0
欧洲四大名著中哪部是莎士比亚的作品.,欧洲四大名著的作者的别名,0
欧洲四大名著中哪部是莎士比亚的作品.,欧洲四大名著的作品名称,0
欧洲四大名著中哪部是莎士比亚的作品.,欧洲四大名著的莎士比亚_（欧洲文艺复兴时期戏剧家）的包括的作者,1
电影钢铁侠的主演都有哪些代表作品,Ironman_（美国2008年小罗伯特·唐尼主演电影）的代表作品的主要能力,0
电影钢铁侠的主演都有哪些代表作品,史塔克_（美国动漫及电影钢铁侠中的人物）的代表作品的编剧,0
电影钢铁侠的主演都有哪些代表作品,Ironman_（美国2008年小罗伯特·唐尼主演电影）的导演的代表作品,0
电影钢铁侠的主演都有哪些代表作品,Ironman_（美国2008年小罗伯特·唐尼主演电影）的主演的代表作品,1
出品速度与激情系列电影的公司的总部在哪里,速度与激情_（美国2001年保罗·沃克主演电影）的出品公司的公司名称,0
出品速度与激情系列电影的公司的总部在哪里,速度与激情_（美国2001年保罗·沃克主演电影）的出品公司的外文名称,0
出品速度与激情系列电影的公司的总部在哪里,速度与激情_（美国2001年保罗·沃克主演电影）的出品公司的成立时间,0
出品速度与激情系列电影的公司的总部在哪里,速度与激情_（美国赛车动作主题系列电影）的出品公司的总部地点,1
哈佛大学出了哪些总统,哈佛大学的毕业院校的出自,0
哈佛大学出了哪些总统,哈佛大学的出自的外文名,0
哈佛大学出了哪些总统,哈佛大学的出处,0
哈佛大学出了哪些总统,总统_（国家元首称谓）的哈佛大学的职业的毕业院校,1
被称为诗佛的诗人有什么作品,诗佛_（唐代诗人王维绰号）的作者的主要成就,0
被称为诗佛的诗人有什么作品,诗佛_（清代诗人、散文家袁枚绰号）的别称的作者,0
被称为诗佛的诗人有什么作品,诗佛_（清代诗人、散文家袁枚绰号）的别称,0
被称为诗佛的诗人有什么作品,诗佛_（唐代诗人王维绰号）的别称的主要作品,1
南京都有哪些火车站,南京_（江苏省会）的行政区划的中文名,0
南京都有哪些火车站,南京_（江苏省会）的地理标志的所需物品,0
南京都有哪些火车站,南京_（江苏省会）的地址的cn,0
南京都有哪些火车站,"""南京""的中文名称的火车站",1
少女时代的门面担当是谁,少女时代_（韩国女子演唱团体）的经纪公司,0
少女时代的门面担当是谁,少女时代_（韩国女子演唱团体）的国籍的国土面积,0
少女时代的门面担当是谁,少女时代_（东方卫视明星养成节目）的制作公司,0
少女时代的门面担当是谁,少女时代_（韩国女子演唱团体）的门面担当的所属组合的队内职务,1
在金庸小说《天龙八部》中，都有谁喜欢无崖子,无崖子的师妹的中文名,0
在金庸小说《天龙八部》中，都有谁喜欢无崖子,无崖子的师傅的中文名,0
在金庸小说《天龙八部》中，都有谁喜欢无崖子,无崖子的绝学的中文名,0
在金庸小说《天龙八部》中，都有谁喜欢无崖子,"""无崖子""的恋人的师弟/恋人的前夫/师兄的无崖子",1
小马哥的qq号码是多少,QQ珊瑚虫版的流行的流行,0
小马哥的qq号码是多少,QQ珊瑚虫版的特点,0
小马哥的qq号码是多少,QQ珊瑚虫版的工具的定义,0
小马哥的qq号码是多少,"""小马哥""的别名的所持qq号码",1
有一位华语女歌手，主演了一部文艺电影，该电影被评为香港金像奖最佳影片，该影片是,文艺电影的代表作品的制片人,0
有一位华语女歌手，主演了一部文艺电影，该电影被评为香港金像奖最佳影片，该影片是,文艺电影的代表作品的导演,0
有一位华语女歌手，主演了一部文艺电影，该电影被评为香港金像奖最佳影片，该影片是,文艺电影的性质的拼音,0
有一位华语女歌手，主演了一部文艺电影，该电影被评为香港金像奖最佳影片，该影片是,"文艺_（汉语词语）的歌手_（职业名称）的""香港电影金像奖最佳影片""的主演的类型的职业的主要奖项",1
"由刘亦菲,胡歌和安以轩共同主演电视剧是哪部?",刘亦菲_（影视女演员、歌手）的主演,0
"由刘亦菲,胡歌和安以轩共同主演电视剧是哪部?",刘亦菲_（影视女演员、歌手）的主演的类型,0
"由刘亦菲,胡歌和安以轩共同主演电视剧是哪部?",刘亦菲_（影视女演员、歌手）的主演的编剧,0
"由刘亦菲,胡歌和安以轩共同主演电视剧是哪部?",刘亦菲_（影视女演员、歌手）的胡歌_（中国内地男演员）的安以轩的主演的主演的主演,1
三星集团的手机中散热一般的手机型号有,三星集团的赞助商的中文名,0
三星集团的手机中散热一般的手机型号有,三星集团的开发商的类型,0
三星集团的手机中散热一般的手机型号有,三星集团的隶属的中文名,0
三星集团的手机中散热一般的手机型号有,"三星_（三星集团）的""散热一般""的品牌的缺点",1
代表作品有《泰山之光》的学者的出生日期是什么时候,泰山之光的代表作品的代表作品,0
代表作品有《泰山之光》的学者的出生日期是什么时候,泰山之光的作品出处的作者,0
代表作品有《泰山之光》的学者的出生日期是什么时候,泰山之光的作品出处的文学体裁,0
代表作品有《泰山之光》的学者的出生日期是什么时候,泰山之光的代表作品的出生日期,1
《琵琶行》的作者有什么贡献,琵琶_（乐器）的演奏的演奏,0
《琵琶行》的作者有什么贡献,琵琶_（乐器）的毕业院校的国籍,0
《琵琶行》的作者有什么贡献,琵琶_（乐器）的形状的材料,0
《琵琶行》的作者有什么贡献,琵琶行_（白居易诗作）的作者的主要成就,1
宋雪桦是在哪个地区上的大学,大学_（高等教育机构）的所属地区,0
宋雪桦是在哪个地区上的大学,大学_（高等教育机构）的性质的所属地区,0
宋雪桦是在哪个地区上的大学,大学_（高等教育机构）的现任校长的所属地区,0
宋雪桦是在哪个地区上的大学,宋雪桦的毕业院校的所属地区,1
"号称""完美的搜索引擎""的公司有多少员工",公司的对象的依据,0
"号称""完美的搜索引擎""的公司有多少员工",公司的类型的上市时间,0
"号称""完美的搜索引擎""的公司有多少员工",搜索引擎的应用的别称,0
"号称""完美的搜索引擎""的公司有多少员工","""完美的搜索引擎，""的公司口号的员工数",1
北京大学培养了哪些中科院院士,中国科学院院士的知名校友,0
北京大学培养了哪些中科院院士,中国科学院院士的学术成就的信仰,0
北京大学培养了哪些中科院院士,北京大学的隶属的中科院院士,0
北京大学培养了哪些中科院院士,北京大学的中国科学院院士的毕业院校的职业,1
五金中的那种金属可以用于油漆,中的的原型,0
五金中的那种金属可以用于油漆,中的的来源的使用者,0
五金中的那种金属可以用于油漆,中的的形象,0
五金中的那种金属可以用于油漆,五金的油漆的五种指的中文名的应用,1
Hermès的总部在哪里,火车站站长的登场作品的提供,0
Hermès的总部在哪里,火车站站长的登场作品的发行时间,0
Hermès的总部在哪里,火车站站长的登场作品的出品公司,0
Hermès的总部在哪里,"""Hermès（Hermes）""的外文名称的总部地点",1
谢徽所写的哪本书实在1998年12月出版的,谢徽_（南梁中书令、诗人）的本名,0
谢徽所写的哪本书实在1998年12月出版的,谢徽_（明朝国史院编修、诗人）的所处时代的gdp总计,0
谢徽所写的哪本书实在1998年12月出版的,谢徽的译者的出版日期,0
谢徽所写的哪本书实在1998年12月出版的,"谢徽的""1998-12""的作者的出版时间",1
电影美丽人生导演的妻子是哪国人,美丽人生_（意大利1997年罗伯托·贝尼尼执导电影）的导演的出生日期,0
电影美丽人生导演的妻子是哪国人,美丽人生_（意大利1997年罗伯托·贝尼尼执导电影）的导演的国籍,0
电影美丽人生导演的妻子是哪国人,不再让你孤单_（2011年刘伟强执导电影）的主演的国籍,0
电影美丽人生导演的妻子是哪国人,"""美丽人生""的中文名的导演的妻子的国籍",1
詹妮弗·安妮斯顿出演了一部1994年上映的美国情景剧，这部美剧共有多少集,詹妮弗·莫里森的主演的出品公司,0
詹妮弗·安妮斯顿出演了一部1994年上映的美国情景剧，这部美剧共有多少集,詹妮弗·莫里森的国籍的货币,0
詹妮弗·安妮斯顿出演了一部1994年上映的美国情景剧，这部美剧共有多少集,詹妮弗·莫里森的主演的色彩,0
詹妮弗·安妮斯顿出演了一部1994年上映的美国情景剧，这部美剧共有多少集,"詹妮弗·安妮斯顿的""1994""的主演的上映时间的集数",1
中华民国首任教育总长的代表作品,中华民国的主要城市的地理最高点,0
中华民国首任教育总长的代表作品,北洋政府的主要城市的外文名,0
中华民国首任教育总长的代表作品,中华民国的建立时代的中文名,0
中华民国首任教育总长的代表作品,"""中华民国首任教育总长""的主要成就的代表作品",1
刚玉的主要成分的化学式是什么,化学式的类型的又名,0
刚玉的主要成分的化学式是什么,化学式的隶属,0
刚玉的主要成分的化学式是什么,化学式的类型的分子量,0
刚玉的主要成分的化学式是什么,刚玉的主要成份的化学式,1
北大现任校长何时出生,北京大学的编写的书名,0
北大现任校长何时出生,校长的教学职称的中文名称,0
北大现任校长何时出生,北京大学的挂靠单位,0
北大现任校长何时出生,北京大学的现任校长的出生日期,1
哪个集团的董事长现在是文坊中心学校的校长,文坊中心学校的所属地区的人口,0
哪个集团的董事长现在是文坊中心学校的校长,文坊中心学校的所属地区的车牌代码,0
哪个集团的董事长现在是文坊中心学校的校长,文坊中心学校的现任校长的星座,0
哪个集团的董事长现在是文坊中心学校的校长,文坊中心学校的董事长的现任校长,1
小说《诛仙》的主要角色有哪些法宝,诛仙_（萧鼎著古典仙侠小说）的主要角色的儿子,0
小说《诛仙》的主要角色有哪些法宝,诛仙_（萧鼎著古典仙侠小说）的主要角色的性别,0
小说《诛仙》的主要角色有哪些法宝,诛仙_（萧鼎著古典仙侠小说）的主要角色的母亲,0
小说《诛仙》的主要角色有哪些法宝,诛仙_（萧鼎著古典仙侠小说）的主要角色的法宝武器,1
苹果公司的现任董事长外文名是什么,苹果_（苹果产品公司）的研发商的外文名,0
苹果公司的现任董事长外文名是什么,苹果_（苹果产品公司）的现任董事长的中文名,0
苹果公司的现任董事长外文名是什么,苹果_（苹果产品公司）的现任董事长,0
苹果公司的现任董事长外文名是什么,苹果_（苹果产品公司）的现任董事长的外文名,1
《路西法效应》的作者从事什么职业,职业_（汉语词语）的属性的注音,0
《路西法效应》的作者从事什么职业,职业_（汉语词语）的属性的中文名,0
《路西法效应》的作者从事什么职业,职业_（汉语词语）的类别的职业编码,0
《路西法效应》的作者从事什么职业,路西法效应的作者的职业,1
蜀道难的作者祖籍在哪里,蜀道难_（李白作古体诗）的作者的出生时间,0
蜀道难的作者祖籍在哪里,蜀道难_（李白作古体诗）的作者的民族族群,0
蜀道难的作者祖籍在哪里,蜀道难_（阴铿诗作）的作者的民族,0
蜀道难的作者祖籍在哪里,蜀道难_（李白作古体诗）的作者的祖籍,1
与刘昊然的星座相邻的有哪些星座,刘昊然的星座的最亮星,0
与刘昊然的星座相邻的有哪些星座,刘昊然的星座的拉丁名,0
与刘昊然的星座相邻的有哪些星座,刘昊然的星座的完全可见区域,0
与刘昊然的星座相邻的有哪些星座,刘昊然的星座的邻接星座,1
《吉檀迦利》的作者是哪国人,吉檀迦利的来源的作者,0
《吉檀迦利》的作者是哪国人,吉檀迦利的代表作品的国籍,1
《吉檀迦利》的作者是哪国人,吉檀迦利的作品名称,0
《吉檀迦利》的作者是哪国人,吉檀迦利的代表作品的职业,0
指环王拍摄地国土面积有多大,指环王_（J.R.R.托尔金著系列小说）的人物出自的出生地,0
指环王拍摄地国土面积有多大,指环王_（J.R.R.托尔金著系列小说）的别称的上映时间,0
指环王拍摄地国土面积有多大,指环王_（J.R.R.托尔金著系列小说）的借助的中文名,0
指环王拍摄地国土面积有多大,指环王_（英美2001-2003年彼得·杰克逊执导系列电影）的拍摄地点的国土面积,1
刘德华的哪部代表作的主演有蓝洁瑛,刘德华_（中国香港男演员、歌手、词作人）的代表作品的职业,0
刘德华的哪部代表作的主演有蓝洁瑛,刘德华_（中国香港男演员、歌手、词作人）的偶像的代表作品,0
刘德华的哪部代表作的主演有蓝洁瑛,刘德华_（中国香港男演员、歌手、词作人）的代表作品的主演,0
刘德华的哪部代表作的主演有蓝洁瑛,刘德华_（中国香港男演员、歌手、词作人）的蓝洁瑛的代表作品的主演,1
有哪些哲学家抱有无神论信仰,无神论_（一种哲学观点）的信仰的民族,0
有哪些哲学家抱有无神论信仰,无神论_（一种哲学观点）的信仰的政党,0
有哪些哲学家抱有无神论信仰,无神论_（一种哲学观点）的信仰的性别,0
有哪些哲学家抱有无神论信仰,哲学家_（基础含义）的无神论_（一种哲学观点）的职业的信仰,1
加拿大最高建筑的地理位置,加拿大_（北美洲国家）的mv拍摄地的歌曲原唱,0
加拿大最高建筑的地理位置,建筑_（建筑物与构筑物的总称）的应用地点的应用地点,0
加拿大最高建筑的地理位置,加拿大_（北美洲国家）的所在国家的公司名称,0
加拿大最高建筑的地理位置,加拿大_（北美洲国家）的最高建筑的地理位置,1
傅雷儿子们的国籍都有什么?,儿子们的出品公司,0
傅雷儿子们的国籍都有什么?,儿子们的制片地区的国庆日,0
傅雷儿子们的国籍都有什么?,儿子们的制片地区的国旗,0
傅雷儿子们的国籍都有什么?,"""傅雷""的中文名的儿子的国籍",1
北京大学出了哪些哲学家,北京大学的简称的长江学者,0
北京大学出了哪些哲学家,北京大学的隶属学校,0
北京大学出了哪些哲学家,北京大学的学校的全书,0
北京大学出了哪些哲学家,哲学家_（基础含义）的北京大学的职业的毕业院校,1
清华大学培养了哪些中科院院士,清华大学的开设院校的中文名,0
清华大学培养了哪些中科院院士,清华大学的研发中心,0
清华大学培养了哪些中科院院士,中国科学院院士的院士学科,0
清华大学培养了哪些中科院院士,清华大学的中国科学院院士的毕业院校的职业,1
施耐庵的代表作写于什么时候,施耐庵_（水浒传作者）的代表作品的外文名称,0
施耐庵的代表作写于什么时候,施耐庵_（水浒传作者）的作者的时期,0
施耐庵的代表作写于什么时候,施耐庵_（水浒传作者）的代表作品的作品名称,0
施耐庵的代表作写于什么时候,施耐庵_（水浒传作者）的代表作品的创作年代,1
钢铁侠的大学是谁创办的,钢铁侠_（美国漫威与日本MADHOUSE合作出品动画）的创作者的人均gdp,0
钢铁侠的大学是谁创办的,钢铁侠_（美国漫威与日本MADHOUSE合作出品动画）的创作者的水域率,0
钢铁侠的大学是谁创办的,大学_（高等教育机构）的校训的创办时间,0
钢铁侠的大学是谁创办的,史塔克_（美国动漫及电影钢铁侠中的人物）的毕业院校的创办者,1
陈奕迅的歌曲里由他自己填词的有哪些,陈奕迅的翻唱的填词,0
陈奕迅的歌曲里由他自己填词的有哪些,陈奕迅的填词的歌曲语言,0
陈奕迅的歌曲里由他自己填词的有哪些,陈奕迅的歌曲原唱的填词,0
陈奕迅的歌曲里由他自己填词的有哪些,陈奕迅的陈奕迅的歌曲原唱的填词,1
冰与火之歌的拍摄地点的官方语言是什么,冰与火之歌_（美国HBO电视台制作的电视剧）的拍摄地点的注音,0
冰与火之歌的拍摄地点的官方语言是什么,权力的游戏第五季的拍摄地点的国歌,0
冰与火之歌的拍摄地点的官方语言是什么,冰与火之歌_（美国HBO电视台制作的电视剧）的拍摄地点,0
冰与火之歌的拍摄地点的官方语言是什么,冰与火之歌_（美国HBO电视台制作的电视剧）的拍摄地点的官方语言,1
红豆的演唱者出生在,红豆_（含羞草科海红豆属植物）的材料的外文名,0
红豆的演唱者出生在,红豆_（含羞草科海红豆属植物）的主产地的中文名称,0
红豆的演唱者出生在,红豆_（含羞草科海红豆属植物）的食材的所属分类,0
红豆的演唱者出生在,红豆_（王菲演唱歌曲）的代表作品的出生地,1
北京国安的主场最多能够容纳多少人,北京国安足球俱乐部的主要荣誉,0
北京国安的主场最多能够容纳多少人,北京国安足球俱乐部的主场馆的竣工时间,0
北京国安的主场最多能够容纳多少人,北京国安足球俱乐部的创始人,0
北京国安的主场最多能够容纳多少人,北京国安足球俱乐部的主场馆的座位数量,1
北京奥运的吉祥物是谁设计的,2008年北京奥运会的毗邻,0
北京奥运的吉祥物是谁设计的,2008年北京奥运会的赛事类型的英文名称,0
北京奥运的吉祥物是谁设计的,吉祥物的实质的原型,0
北京奥运的吉祥物是谁设计的,2008年北京奥运会的吉祥物的设计者,1
"位于厦门思明区，素称""圆洲仔、输入钢琴岛""的地方有哪些好吃的",鼓浪屿_（厦门境内第三大岛）的地区,0
"位于厦门思明区，素称""圆洲仔、输入钢琴岛""的地方有哪些好吃的",鼓浪屿_（厦门境内第三大岛）的位于的含义,0
"位于厦门思明区，素称""圆洲仔、输入钢琴岛""的地方有哪些好吃的",思明区的地理位置的门票价格,0
"位于厦门思明区，素称""圆洲仔、输入钢琴岛""的地方有哪些好吃的","""圆洲仔、输入钢琴岛""的别名的特色美食",1
乌台诗案与哪位诗人有关,乌台诗案的受害人的去世时间,0
乌台诗案与哪位诗人有关,乌台诗案的受害人的谥号,0
乌台诗案与哪位诗人有关,乌台诗案的受害人的职业,0
乌台诗案与哪位诗人有关,乌台诗案的诗人_（汉语词语）的受害人的职业,1
《自然哲学的数学原理》的作者的IQ有多高,自然哲学的数学原理的作品的提出者,0
《自然哲学的数学原理》的作者的IQ有多高,自然哲学的数学原理的译者的出生日期,0
《自然哲学的数学原理》的作者的IQ有多高,自然哲学的数学原理的代表作品的职业,0
《自然哲学的数学原理》的作者的IQ有多高,自然哲学的数学原理的代表作品的智商,1
老家开封的双子座名人有谁,双子座_（天文学）的星座的球龄,0
老家开封的双子座名人有谁,开封_（河南省地级市）的现指,0
老家开封的双子座名人有谁,开封_（河南省地级市）的机场的简称,0
老家开封的双子座名人有谁,开封_（河南省地级市）的双子座_（天文学）的出生地的星座,1
味精主要成分的化学式是什么,化学式的类型的又名,0
味精主要成分的化学式是什么,化学式的隶属,0
味精主要成分的化学式是什么,化学式的类型的外文名,0
味精主要成分的化学式是什么,味精的主要成分的化学式,1
古希腊悲剧《俄狄浦斯王》的作者有哪些代表作品,俄狄浦斯王_（古希腊悲剧）的代表作品的出生地,0
古希腊悲剧《俄狄浦斯王》的作者有哪些代表作品,俄狄浦斯王_（古希腊悲剧）的译者的代表作品,0
古希腊悲剧《俄狄浦斯王》的作者有哪些代表作品,俄狄浦斯王_（姚橹、江珊主演话剧）的类型的代表剧作,0
古希腊悲剧《俄狄浦斯王》的作者有哪些代表作品,俄狄浦斯王_（古希腊悲剧）的作者的代表作品,1
姚明念的那所初中校训是什么,姚明_（中职联公司董事长兼总经理）的中文名,0
姚明念的那所初中校训是什么,姚明_（中职联公司董事长兼总经理）的现任校长的中文名,0
姚明念的那所初中校训是什么,姚明_（中职联公司董事长兼总经理）的初中的中文名,0
姚明念的那所初中校训是什么,"""姚明""的中文名的初中的校训",1
《额尔古纳河右岸》的作者何时出生,额尔古纳河右岸的创作年代,0
《额尔古纳河右岸》的作者何时出生,额尔古纳河右岸的代表作品的出生日期,0
《额尔古纳河右岸》的作者何时出生,额尔古纳河右岸的作品名称,0
《额尔古纳河右岸》的作者何时出生,额尔古纳河右岸的作者的出生日期,1
周杰伦写的摇滚乐有哪些,周杰伦的谱曲的弦乐编写,0
周杰伦写的摇滚乐有哪些,周杰伦的mv导演的弦乐团,0
周杰伦写的摇滚乐有哪些,周杰伦的音乐制作人,0
周杰伦写的摇滚乐有哪些,周杰伦的摇滚的谱曲的音乐风格,1
郭敬明写过哪些长篇小说,郭敬明的小说作者的小说字数,0
郭敬明写过哪些长篇小说,郭敬明的代表作品,0
郭敬明写过哪些长篇小说,郭敬明的填词的歌曲时长,0
郭敬明写过哪些长篇小说,郭敬明的长篇小说的作者的文学体裁,1
章子怡和范冰冰一起主演过的作品有哪些,章子怡的主演的音乐制作,0
章子怡和范冰冰一起主演过的作品有哪些,范冰冰的主演的制作人,0
章子怡和范冰冰一起主演过的作品有哪些,章子怡的饰演的登场作品,0
章子怡和范冰冰一起主演过的作品有哪些,章子怡的范冰冰的主演的主演,1
